15, 15
18, 0
220, 0
254, 0
271, 1
295, 0
311, 0
328, 0
345, 0
362, 0
379, 0
395, 0
411, 0
428, 0
445, 0
461, 0
478, 0
495, 1
511, 0
528, 0
544, 0
561, 0
578, 0
594, 0
611, 0
628, 0
644, 0
661, 0
678, 0
695, 1
711, 0
728, 0
744, 0
761, 0
778, 0
794, 0
811, 0
829, 0
844, 0
861, 0
878, 0
895, 0
911, 0
928, 0
944, 0
961, 0
978, 0
994, 0
1011, 0
1028, 0
1044, 0
1061, 0
1078, 0
1095, 1
1111, 0
1128, 0
1144, 0
1161, 0
1178, 0
1194, 0
1211, 0
1228, 0
1244, 0
1261, 0
1278, 0
1294, 0
1312, 1
1328, 0
1344, 0
1362, 1
1378, 0
1395, 0
1411, 0
1428, 0
1444, 0
1461, 0
1478, 0
1495, 0
1511, 0
1528, 0
1545, 1
1561, 0
1578, 0
1594, 0
1611, 0
1811, 1
1831, 0
1850, 0
1877, 1
1891, 0
1907, 0
1923, 0
1941, 0
2125, 0
2331, 1
2345, 0
2361, 0
2381, 1
2407, 0
2425, 0
2442, 0
2455, 0
2479, 1
2495, 0
2512, 0
2529, 1
2547, 1
2562, 0
2578, 0
2596, 1
2612, 1
2629, 1
2645, 0
2662, 0
2679, 1
2695, 0
2712, 1
2729, 1
2746, 1
2762, 0
2780, 1
2796, 1
2812, 0
2829, 1
2845, 0
2862, 1
2878, 0
2895, 0
2912, 1
2929, 1
2947, 1
2964, 1
2980, 1
2996, 1
3012, 0
3029, 1
3045, 0
3062, 1
3079, 1
3095, 0
3114, 1
3131, 2
3147, 1
3162, 0
3179, 0
3196, 1
3212, 1
3230, 1
3247, 1
3264, 1
3280, 1
3297, 2
3315, 2
3330, 1
3348, 1
3364, 1
3387, 1
3405, 1
3425, 1
3437, 1
3452, 0
3469, 1
3487, 0
3502, 0
3520, 1
3538, 1
3553, 0
3570, 1
3588, 1
3603, 1
3620, 0
3637, 0
3652, 0
3670, 1
3687, 1
3702, 0
3720, 0
3737, 0
3752, 0
3769, 0
3787, 0
3803, 0
3820, 0
3838, 1
3852, 0
3869, 0
3886, 1
3903, 1
3919, 0
3937, 1
3953, 0
3970, 0
3987, 0
4003, 1
4020, 1
4037, 0
4057, 1
4070, 1
4088, 1
4103, 1
4119, 0
4138, 1
4153, 0
4169, 0
4188, 1
4203, 0
4223, 1
4238, 0
4255, 1
4271, 0
4288, 0
4304, 1
4321, 1
4338, 1
4352, 0
4370, 0
4389, 0
4404, 1
4420, 0
4437, 0
4453, 0
4471, 1
4488, 1
4503, 0
4519, 0
4536, 0
4553, 0
4570, 0
4586, 1
4603, 1
4620, 0
4638, 0
4654, 1
4671, 1
4688, 1
4704, 1
4720, 1
4737, 1
4753, 1
4770, 1
4786, 0
4805, 1
4820, 0
4837, 1
4853, 1
4870, 0
4887, 1
4904, 1
4920, 1
4937, 0
4954, 0
4970, 0
4986, 1
