159, 159
276, 115
391, 113
507, 114
622, 114
736, 109
840, 103
960, 118
1072, 111
1187, 114
1308, 120
1427, 116
1553, 124
1670, 116
1774, 103
1888, 112
2007, 118
2129, 121
2238, 107
2355, 116
2471, 115
2592, 119
2706, 113
2819, 111
2936, 115
3054, 117
3171, 116
3287, 114
3403, 114
3509, 105
3622, 110
3740, 116
3855, 113
3974, 117
4090, 114
4193, 101
4321, 126
4439, 114
4558, 117
4676, 117
4794, 115
4907, 111
